DefaultTile=1
52,48,3,1,0,-1,null,-1,-1
52,49,3,1,0,-1,null,-1,-1
52,50,3,1,0,-1,null,-1,-1
52,51,3,1,0,-1,null,-1,-1
52,54,3,1,0,-1,null,-1,-1
52,52,11,0,0,-1,null,-1,-1
52,53,13,1,0,-1,null,-1,-1
45,50,3,1,0,-1,null,-1,-1
45,49,3,1,0,-1,null,-1,-1
45,48,3,1,0,-1,null,-1,-1
51,47,3,1,0,-1,null,-1,-1
51,46,3,1,0,-1,null,-1,-1
51,49,4,0,0,-1,null,-1,-1
51,48,4,0,0,-1,null,-1,-1
51,50,4,0,0,-1,null,-1,-1
51,52,13,1,0,-1,null,-1,-1
51,51,12,0,0,-1,null,-1,-1
51,54,3,1,0,-1,null,-1,-1
51,53,11,0,0,-1,null,-1,-1
50,46,9,0,0,-1,null,-1,-1
50,45,3,1,0,-1,null,-1,-1
50,48,4,0,0,-1,null,-1,-1
50,47,8,0,0,-1,null,-1,-1
50,49,20,0,0,-1,northbridge,50,50
50,51,13,1,0,-1,null,-1,-1
50,50,11,0,0,-1,null,-1,-1
50,53,11,0,0,-1,null,-1,-1
50,52,13,1,0,-1,null,-1,-1
50,54,3,1,0,-1,null,-1,-1
49,54,3,1,0,-1,null,-1,-1
49,53,11,0,0,-1,null,-1,-1
49,52,13,1,0,-1,null,-1,-1
49,51,12,0,0,-1,null,-1,-1
49,50,11,0,0,-1,null,-1,-1
49,44,3,1,0,-1,null,-1,-1
49,49,4,0,0,-1,null,-1,-1
49,48,4,0,0,-1,null,-1,-1
49,47,8,0,0,-1,null,-1,-1
49,46,9,0,0,-1,null,-1,-1
49,45,9,0,0,-1,null,-1,-1
48,53,3,1,0,-1,null,-1,-1
48,51,4,0,0,-1,null,-1,-1
48,52,11,0,0,-1,null,-1,-1
48,50,4,0,0,-1,null,-1,-1
48,48,8,0,0,-1,null,-1,-1
48,49,4,0,0,-1,null,-1,-1
48,46,9,0,0,-1,null,-1,-1
48,47,9,0,0,-1,null,-1,-1
48,44,3,1,0,-1,null,-1,-1
48,45,10,0,0,-1,null,-1,-1
47,52,27,0,0,-1,null,-1,-1
47,53,3,1,0,-1,null,-1,-1
47,50,4,0,0,-1,null,-1,-1
47,51,4,0,0,-1,null,-1,-1
47,49,4,0,0,-1,null,-1,-1
47,47,9,0,0,-1,null,-1,-1
47,48,4,0,0,-1,null,-1,-1
47,45,9,0,0,-1,null,-1,-1
47,46,10,0,0,-1,null,-1,-1
47,44,3,1,0,-1,null,-1,-1
53,52,3,1,0,-1,null,-1,-1
53,53,3,1,0,-1,null,-1,-1
46,50,4,0,0,-1,null,-1,-1
46,52,3,1,0,-1,null,-1,-1
46,51,3,1,0,-1,null,-1,-1
46,47,3,1,0,-1,null,-1,-1
46,46,3,1,0,-1,null,-1,-1
46,49,4,0,0,-1,null,-1,-1
46,48,4,0,0,-1,null,-1,-1
46,45,3,1,0,-1,null,-1,-1
