DefaultTile=513
52,47,79,1,0,-1,null,-1,-1
52,48,172,0,0,-1,null,-1,-1
52,49,68,0,0,-1,null,-1,-1
52,50,68,0,0,-1,null,-1,-1
52,51,68,0,0,-1,null,-1,-1
52,52,141,1,0,-1,null,-1,-1
52,53,79,1,0,-1,null,-1,-1
51,41,79,0,0,-1,null,-1,-1
51,43,79,1,0,-1,null,-1,-1
51,42,79,1,0,-1,null,-1,-1
51,45,79,1,0,-1,null,-1,-1
51,44,79,1,0,-1,null,-1,-1
51,47,79,1,0,-1,null,-1,-1
51,46,79,1,0,-1,null,-1,-1
51,49,68,0,0,-1,null,-1,-1
51,48,171,0,0,-1,null,-1,-1
51,50,68,0,0,-1,null,-1,-1
51,52,147,0,0,-1,null,-1,-1
51,51,68,0,0,-1,null,-1,-1
51,53,79,1,0,-1,null,-1,-1
50,42,196,0,0,-1,nbsewers,50,50
50,41,79,1,0,-1,null,-1,-1
50,44,68,0,0,-1,null,-1,-1
50,43,68,0,0,-1,null,-1,-1
50,46,68,0,0,-1,null,-1,-1
50,45,68,0,0,-1,null,-1,-1
50,48,68,0,0,-1,null,-1,-1
50,47,152,0,0,68,null,-1,-1
50,49,68,0,0,-1,null,-1,-1
50,51,68,0,0,-1,null,-1,-1
50,50,68,0,0,-1,null,-1,-1
50,53,79,1,0,-1,null,-1,-1
50,52,150,1,0,-1,null,-1,-1
49,53,79,1,0,-1,null,-1,-1
49,52,149,1,0,-1,null,-1,-1
49,51,68,0,0,-1,null,-1,-1
49,50,68,0,0,-1,null,-1,-1
49,44,79,1,0,-1,null,-1,-1
49,43,79,1,0,-1,null,-1,-1
49,42,79,1,0,-1,null,-1,-1
49,41,79,0,0,-1,null,-1,-1
49,49,68,0,0,-1,null,-1,-1
49,48,68,0,0,-1,null,-1,-1
49,47,79,1,0,-1,null,-1,-1
49,46,79,1,0,-1,null,-1,-1
49,45,79,1,0,-1,null,-1,-1
48,53,79,1,0,-1,null,-1,-1
48,51,68,0,0,-1,null,-1,-1
48,52,148,1,0,-1,null,-1,-1
48,50,68,0,0,-1,null,-1,-1
48,48,128,1,0,-1,null,-1,-1
48,49,68,0,0,-1,null,-1,-1
48,47,79,1,0,-1,null,-1,-1
47,52,79,1,0,-1,null,-1,-1
47,53,79,1,0,-1,null,-1,-1
47,50,79,1,0,-1,null,-1,-1
47,51,79,1,0,-1,null,-1,-1
47,49,79,1,0,-1,null,-1,-1
47,47,79,1,0,-1,null,-1,-1
47,48,79,1,0,-1,null,-1,-1
53,48,79,1,0,-1,null,-1,-1
53,49,79,1,0,-1,null,-1,-1
53,47,79,1,0,-1,null,-1,-1
53,51,79,1,0,-1,null,-1,-1
53,52,79,1,0,-1,null,-1,-1
53,50,79,1,0,-1,null,-1,-1
53,53,79,1,0,-1,null,-1,-1
